name,cgpa
cdj,9.750000
cdl,7.820000
cdo,9.030000
cdp,5.980000
cdq,5.590000
ccz,7.860000
cdx,5.650000
cdi,6.490000
cdk,8.460000
cdn,6.050000
cdy,5.380000
ceb,6.390000
cce,8.460000
ccl,6.830000
ccr,5.850000
cby,8.870000
bzq,9.260000
cck,5.930000
ccb,6.910000
ccd,7.680000
ccf,9.960000
cch,6.890000
cci,6.790000
ccj,7.870000
ccp,7.260000
ccs,9.350000
cct,5.240000
ccv,5.800000
ccw,8.660000
cas,7.330000
cat,6.470000
cav,7.770000
caz,9.770000
cbb,9.710000
cbc,8.040000
cbd,7.950000
cbe,9.550000
cbf,8.040000
cbh,8.400000
cbi,7.120000
cbk,5.620000
cbm,6.140000
cbn,7.760000
cbo,8.560000
cbp,8.950000
cbq,7.450000
cbr,5.100000
bzi,9.740000
cam,9.230000
bzn,5.690000
bzp,9.570000
bxh,9.350000
bzs,9.650000
bzw,9.980000
cal,7.170000
bzx,5.570000
cab,8.580000
caf,6.410000
cag,9.830000
cah,7.670000
byl,7.510000
byq,9.360000
byv,8.670000
byy,8.750000
bzg,8.850000
bye,6.580000
byg,7.830000
bym,8.620000
byn,6.580000
byp,6.080000
bys,8.540000
byu,8.920000
byz,8.500000
bza,7.770000
bzc,7.780000
bze,9.480000
bzf,9.610000
bxd,7.080000
bxw,9.020000
bxa,6.420000
bxb,6.560000
bxi,7.840000
bxj,8.910000
bxk,7.110000
bxl,5.500000
bxq,7.290000
bxu,6.210000
bxx,9.460000
bxf,6.560000
buy,9.080000
bxp,5.020000
byb,6.320000
byc,8.620000
bvu,7.290000
bvv,9.550000
bvy,6.000000
bwa,7.900000
bwb,5.230000
bwi,5.110000
bwu,7.790000
bwe,8.920000
bwh,8.030000
bwj,9.550000
bwm,8.280000
bwf,6.380000
bwk,6.220000
bwr,9.210000
bws,7.290000
bwt,9.920000
bww,9.510000
bwx,8.140000
bve,6.650000
bvj,7.420000
bvo,8.620000
buq,7.370000
bvr,7.190000
bur,9.240000
buw,9.810000
bsp,9.080000
bvd,7.510000
bvh,8.500000
btl,8.200000
bto,7.870000
bua,8.820000
btm,8.330000
btr,8.090000
btz,8.210000
bub,9.410000
bue,5.950000
buk,9.920000
bse,6.000000
bsg,5.200000
bsl,5.580000
bsm,6.500000
bss,7.550000
bsx,5.270000
bsf,5.050000
bsh,9.650000
bsi,9.910000
bta,8.320000
btc,6.260000
btg,6.480000
bqz,7.060000
bra,6.980000
brq,9.780000
brb,5.640000
brl,5.840000
brx,7.270000
brd,9.350000
brf,8.140000
bry,6.680000
bri,9.460000
brm,7.300000
bro,5.030000
brp,7.340000
brs,8.930000
brt,5.640000
brv,9.170000
bqc,8.220000
bqi,6.790000
bql,6.080000
bqq,5.660000
bqs,7.420000
bpu,7.680000
bpw,9.860000
bpy,8.960000
bqe,5.320000
bqn,6.280000
bqu,7.490000
bqy,5.790000
boy,7.140000
bpg,9.550000
bph,8.050000
bpj,9.920000
bpk,9.730000
bpo,8.320000
boq,8.440000
boz,9.930000
bpp,8.860000
bpt,6.850000
bpd,9.090000
bpe,7.680000
bpm,9.850000
bnk,8.940000
bnl,9.870000
bnu,7.730000
bog,7.730000
bol,9.450000
bon,6.070000
bns,7.730000
bnv,9.720000
bnz,8.790000
boa,5.870000
bob,6.520000
bod,5.970000
bof,6.570000
boh,8.610000
bom,5.560000
bmf,7.950000
bmp,8.830000
bnf,8.290000
bmr,7.480000
bmx,8.820000
bnd,9.370000
bmy,8.810000
bng,8.940000
bla,7.480000
blg,6.860000
bly,9.430000
bme,8.740000
blh,5.700000
blk,5.860000
bll,8.360000
blr,9.820000
blu,9.470000
bma,6.910000
bmc,8.290000
bjx,5.530000
bjz,5.610000
bki,9.120000
bkl,5.100000
bkm,6.210000
bkn,6.230000
bkr,5.660000
bkz,7.150000
bjv,8.630000
bjw,8.730000
bka,5.300000
bkd,5.790000
bkj,7.850000
bku,8.430000
biq,8.010000
bir,8.150000
bis,5.270000
biu,5.150000
bix,9.070000
bjd,6.300000
bgw,8.570000
bjr,9.300000
bje,7.110000
bjh,6.790000
bjo,5.750000
bjp,8.940000
bjs,5.700000
bht,7.180000
bhv,5.750000
bhz,8.580000
bii,8.800000
bhm,9.840000
bho,8.440000
bhw,6.280000
bhx,5.530000
bib,5.430000
bie,8.450000
bif,7.710000
bin,6.190000
bgn,5.310000
bgu,8.850000
ben,8.080000
bhc,7.780000
bgk,5.030000
bgm,7.060000
bgo,8.700000
bgp,6.630000
bgr,6.710000
bhd,5.880000
bhh,6.840000
bfg,5.330000
bfi,6.320000
bfs,9.250000
bfl,6.610000
bfo,9.400000
bgb,7.190000
bfq,8.190000
bfr,6.460000
bfw,9.290000
bfy,5.000000
bga,6.520000
bgc,6.000000
bea,6.870000
beb,9.550000
bec,6.710000
bef,9.990000
bem,6.110000
bce,8.670000
beq,5.390000
beu,9.780000
bev,7.880000
bew,6.440000
bez,6.930000
bed,8.980000
bep,5.190000
bey,9.530000
bcs,6.630000
bdd,7.860000
bdk,6.640000
bdl,7.210000
bdu,7.050000
bcx,8.680000
bcz,8.620000
bda,6.330000
bdc,9.510000
bdf,9.600000
bdr,9.870000
bbs,8.240000
bcc,7.560000
bcg,9.970000
bbn,7.510000
bck,7.330000
bcn,8.770000
baj,8.950000
bal,5.620000
bas,5.380000
bba,5.310000
bbl,8.330000
bam,6.510000
bao,9.540000
baw,8.790000
bbb,8.370000
bbc,8.460000
azc,8.090000
bae,9.100000
aze,9.380000
azx,8.070000
baa,5.570000
azj,8.020000
azl,5.620000
azn,6.720000
azz,6.590000
bab,9.750000
axz,6.630000
aye,7.140000
axx,5.920000
aya,8.990000
ayb,6.210000
ayd,9.860000
ayi,7.140000
ayj,8.740000
ayn,9.770000
ayp,7.330000
ays,9.570000
ayt,9.360000
aws,7.290000
awu,7.610000
axs,10.000000
axv,8.180000
awt,8.240000
awy,7.130000
awz,6.320000
axa,9.990000
axc,9.550000
axg,5.410000
axh,6.640000
axi,6.250000
axq,9.720000
axt,5.670000
axt,5.670000
